"TIPO CICLO";"TEST.DI.TENUTA";"TEMPERATURA";"temp.3";"temp.2";"temp.1";"t.9";"t.8";"t.7";"t.6";"t.5";"t.4";"t.32";"t.31";"t.30";"t.3";"t.29";"t.28";"t.27";"t.26";"t.25";"t.24";"t.23";"t.22";"t.21";"t.20";"t.2";"t.19";"t.18";"t.17";"t.16";"t.15";"t.14";"t.13";"t.12";"t.11";"t.10";"t.1";"STERILIZZAZIONE.DINAMICA";"SCARICO";"RISCIACQUO";"PULSANTE.STOP";"PRELEVATO.DA";"NUMERO CICLO";"MISCELAZIONE";"INIZIO CICLO";"FINE.CICLO";"DISINFEZIONE";"DETERSIONE";"CICLO REGOLARE";"CARICO.STERILIZZANTE.2";"CARICO.STERILIZZANTE.1";"CARICO.DETERGENTE";"CARICO.ACQUA";"CAMBIO.TANICA";"ASCIUGATURA";"Allarme.valvole.ingresso.acqua";"Allarme.time.out.scarico.sterilizzante.1";"Allarme.time.out.carico.sterilizzante.1";"Allarme.time.out.carico.acqua";"Allarme.test.di.tenuta";"Allarme.temperatura.minima.acqua";"Allarme.temperatura.massima.acqua";"Allarme.sovrappressione.test.di.tenuta";"Allarme.sensore.giri.spruzzatore";"Allarme.scarico";"Allarme.pressione.minima.test.di.tenuta";"Allarme.pressione.minima.aria";"Allarme.pressione.massima.aria";"Allarme.pressione.acqua";"Allarme.perdita.liquido";"Allarme.canale.7.otturato";"Allarme.canale.7.disconnesso";"Allarme.canale.6.scollegato";"Allarme.canale.6.otturato";"Allarme.canale.5.scollegato";"Allarme.canale.5.otturato";"Allarme.canale.4.scollegato";"Allarme.canale.4.otturato";"Allarme.canale.3.scollegato";"Allarme.canale.3.otturato";"Allarme.canale.2.scollegato";"Allarme.canale.2.otturato";"Allarme.canale.1.scollegato";"Allarme.canale.1.otturato";"Allarme.apertura.vasca";"ALCOOL";"Alarm.spray.arm";"Alarm.selfdisinfection.flow"
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"66";"31";"85";"126";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"158";"44";"85";"67";"30";"85";"607";"43";"42";"58";"0";"1";"1";"1";NA;"1";"462";NA;"24/05/2016 15:05:45";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"24";"66";"31";"85";"606";"44";"42";NA;NA;NA;"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;"436";"44";"85";"0";"1";"1";"1";NA;"1";"463";NA;"24/05/2016 15:38:24";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"24";"66";"31";"85";"606";"44";"41";NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"53";NA;NA;NA;NA;NA;NA;NA;"528";"44";"85";"0";"1";"1";"1";NA;"1";"464";NA;"24/05/2016 16:08:56";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"29";"31";"85";"602";"66";"44";"43";NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"801";"75";"85";"97";"0";NA;"1";"1";NA;"1";"465";"1";"25/05/2016 07:29:30";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"26";"67";"31";"86";"606";"44";"43";NA;NA;NA;"50";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"53";NA;NA;NA;NA;NA;NA;NA;"58";"45";"84";"0";"1";"1";"1";NA;"1";"466";NA;"25/05/2016 08:34:31";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"26";"66";"32";"85";"607";"44";"42";NA;NA;NA;"53";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;"592";"44";"85";"0";"1";"1";"1";NA;"1";"467";NA;"25/05/2016 09:03:30";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"26";"85";"66";"32";"85";"126";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"446";"44";"84";"67";"31";"85";"606";"43";"42";"58";"0";"1";"1";"1";NA;"1";"468";NA;"25/05/2016 10:00:25";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"26";"85";"66";"32";"85";"126";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"69";"44";"85";"66";"31";"85";"606";"44";"42";"58";"0";"1";"1";"1";NA;"1";"469";NA;"25/05/2016 11:12:55";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"22";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"47";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"470";NA;"25/05/2016 13:17:22";"1";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"26";"66";"32";"85";"607";"43";"43";NA;NA;NA;"57";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;NA;"488";"44";"85";"0";"1";"1";"1";NA;"1";"471";NA;"25/05/2016 13:20:38";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"26";"85";"96";"31";"85";"126";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;"291";"288";"21";"0";NA;"1";"1";NA;"1";"472";NA;"25/05/2016 15:09:04";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"29";"32";"85";"602";"66";"45";"41";NA;NA;NA;"58";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"63";"74";"85";"98";"0";NA;"1";"1";NA;"1";"473";"1";"26/05/2016 07:35:20";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"26";"26";"84";"66";"32";"85";"126";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"122";"44";"85";"66";"31";"85";"606";"43";"43";"54";"0";"1";"1";"1";NA;"1";"474";NA;"26/05/2016 09:31:11";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"26";"26";"85";"66";"31";"85";"126";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";"266";"44";"85";"67";"30";"85";"607";"43";"42";"55";"0";"1";"1";"1";NA;"1";"475";NA;"26/05/2016 10:42:04";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"26";"85";"127";"30";"85";"127";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"15";"45";"85";"126";"32";"84";"607";"43";"42";"58";"0";"1";"1";"1";NA;"1";"476";NA;"26/05/2016 13:03:13";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"24";NA;NA;"7";"389";"61";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"477";NA;"26/05/2016 13:37:22";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"24";"85";"96";"31";"85";"126";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";"41";"45";"85";"96";"31";"85";"606";"43";"42";"59";"0";"1";"1";"1";NA;"1";"478";NA;"26/05/2016 13:47:30";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"26";"85";"126";"31";"85";"126";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";"8";"45";"85";"126";"30";"85";"607";"42";"42";"58";"0";"1";"1";"1";NA;"1";"479";NA;"26/05/2016 15:07:39";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"66";"31";"85";"126";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"73";"45";"85";"66";"31";"85";"606";"43";"41";"58";"0";"1";"1";"1";NA;"1";"480";NA;"26/05/2016 15:42:05";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"26";"85";"66";"31";"85";"126";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"53";"558";"44";"85";"67";"30";"85";"606";"43";"42";"57";"0";"1";"1";"1";NA;"1";"481";NA;"26/05/2016 16:56:10";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"29";"31";"85";"602";"66";"44";"42";NA;NA;NA;"57";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"644";"75";"85";"98";"0";NA;"1";"1";NA;"1";"482";"1";"27/05/2016 07:27:57";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"25";"66";"32";"85";"606";"45";"42";NA;NA;NA;"52";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;"233";"44";"85";"0";"1";"1";"1";NA;"1";"483";NA;"27/05/2016 08:43:47";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"25";"85";"606";"47";"13";"491";"42";NA;NA;NA;"141";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;"41";"45";"85";"66";"32";"0";"1";"1";"1";NA;"1";"484";NA;"27/05/2016 09:11:29";"1";NA;NA;1;"1";"1";NA;"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"84";"67";"31";"85";"126";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"22";"44";"85";"66";"32";"85";"606";"44";"42";"59";"0";"1";"1";"1";NA;"1";"485";NA;"27/05/2016 09:48:43";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"24";"24";"85";"66";"32";"85";"127";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"199";"44";"85";"66";"31";"85";"606";"44";"41";"58";"0";"1";"1";"1";NA;"1";"486";NA;"27/05/2016 10:32:25";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";NA;NA;NA;"26";"66";"31";"85";"606";"43";"44";NA;NA;NA;"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;NA;"358";"44";"85";"0";"1";"1";"1";NA;"1";"487";NA;"27/05/2016 13:25:50";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"29";"32";"85";"602";"66";"44";"43";NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"3436";"74";"85";"98";"0";NA;"1";"1";NA;"1";"488";"1";"30/05/2016 07:33:25";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"26";"85";"127";"32";"85";"126";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"438";"45";"85";"126";"32";"85";"606";"45";"42";"54";"0";"1";"1";"1";NA;"1";"489";NA;"30/05/2016 09:27:28";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;"25";"25";"85";"66";"32";"85";"127";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";"213";"44";"85";"66";"31";"85";"606";"44";"42";"57";"0";"1";"1";"1";NA;"1";"490";NA;"30/05/2016 10:11:44";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"25";NA;"47";"147";"83";"126";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;"1";NA;NA;"1";"491";NA;"30/05/2016 11:19:39";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;"25";NA;"23";"147";"83";"126";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;"1";NA;NA;"1";"492";NA;"30/05/2016 11:29:20";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"29";"147";"21";"602";"66";"43";"41";NA;NA;NA;"57";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;NA;NA;NA;"116";"0";NA;"1";NA;NA;"1";"493";"1";"31/05/2016 07:22:53";"1";"1";NA;0;"1";"1";NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"27";"147";"22";"601";"67";"43";"44";NA;NA;NA;"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;"203";"0";NA;"1";NA;NA;"1";"494";"1";"31/05/2016 07:42:32";"1";"1";NA;0;"1";"1";NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;"25";"147";"21";"602";"66";"43";"42";NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;NA;NA;NA;"81";"0";NA;"1";NA;NA;"1";"495";"1";"31/05/2016 10:25:46";"1";"1";NA;0;"1";"1";NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"26";"85";"602";"66";"44";"40";"4";NA;NA;NA;"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"45";"75";"85";"97";"30";"0";NA;"1";"1";NA;"1";"496";"1";"31/05/2016 10:54:06";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DISINFEZIONE COMPLETA";"1";"1";NA;NA;"24";NA;NA;NA;NA;"13";"16";NA;NA;NA;"25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;"497";NA;"31/05/2016 11:18:54";NA;NA;"1";1;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"66";"29";"85";"115";"11";"16";NA;NA;NA;"26";NA;NA;NA;NA;NA;NA;NA;NA;"87";"44";"55";"85";"66";"29";"85";"606";"44";"28";"14";"55";"85";"0";"1";"1";"1";NA;"1";"498";NA;"31/05/2016 11:25:07";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"25";"66";"30";"87";"116";"11";"16";NA;NA;NA;"25";NA;NA;NA;NA;NA;NA;NA;NA;"13";"44";"60";"85";"67";"29";"85";"606";"44";"30";"11";"58";"85";"0";"1";"1";"1";NA;"1";"499";NA;"31/05/2016 12:01:56";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;NA;"24";NA;NA;NA;NA;"12";"15";NA;NA;NA;"26";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;"500";NA;"31/05/2016 12:33:48";NA;NA;"1";1;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"66";"29";"85";"116";"10";"15";NA;NA;NA;"26";NA;NA;NA;NA;NA;NA;NA;NA;"31";"44";"60";"85";"67";"29";"85";"606";"44";"27";"14";"56";"85";"0";"1";"1";"1";NA;"1";"501";NA;"31/05/2016 12:43:40";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"26";"85";"601";"66";"44";"38";"3";NA;NA;NA;"59";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;"250";"74";"85";"97";"31";"0";NA;"1";"1";NA;"1";"502";"1";"01/06/2016 08:44:37";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"26";"26";"66";"31";"85";"115";"11";"15";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;"83";"44";"60";"85";"66";"30";"85";"607";"43";"28";"14";"56";"85";"0";"1";"1";"1";NA;"1";"503";NA;"01/06/2016 10:22:07";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"25";"67";"30";"85";"114";"12";"15";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;"351";"44";"60";"85";"66";"31";"85";"606";"42";"30";"12";"59";"85";"0";"1";"1";"1";NA;"1";"504";NA;"01/06/2016 10:57:02";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"96";"30";"85";"114";"12";"15";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;NA;NA;"601";"44";"55";"85";"95";"31";"85";"606";"45";"30";"12";"59";"85";"0";"1";"1";"1";NA;"1";"505";NA;"01/06/2016 13:54:25";"1";NA;"1";1;"1";"1";"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
