"INIZIO CICLO";"TIPO CICLO";"NUMERO SERIALE";"STRUMENTO";"CATEGORIA";"MATRICOLA";"IDENTIFICATIVO";"OPERATORE";"NUMERO CICLO";"ALLARMI";"testo";"ESITO CICLO"
2016-10-21 10:35:47;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"G121641";"22";"G.B.";"1159";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-21 11:12:57;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120774";"25";"M.F.";"1160";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-21 13:57:23;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"G.B.";"1161";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:26°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-21 14:32:27;"STERILIZZAZIONE COMPLETA";"6-0014";"FI-16BS";"FIBROSCOPIO";"G111106";"BLOCCO OP.";"M.F.";"1162";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-24 07:22:08;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"V.M.L.";"1163";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA TEMPERATURA:30°C CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-24 11:40:10;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"N.R.";"1164";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:26°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:27°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-24 13:13:06;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"N.R.";"1165";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-24 14:33:02;"STERILIZZAZIONE COMPLETA";"6-0014";"GF-UCT180";"MULETTO ECOENDO";"00000000";"30";"G.B.";"1166";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:26°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-24 15:13:20;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120774";"25";"G.B.";"1167";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-24 15:50:25;"STERILIZZAZIONE VELOCE";"6-0014";"TJF-145";"DUODENOSCOPIO";"2801544";"07";"G.B.";"1168";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:23°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-24 17:03:20;"STERILIZZAZIONE VELOCE";"6-0014";"TJF-160VR";"DUODENOSCOPIO";"2902717";"08";"B.L.";"1169";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-25 08:01:13;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"C.G.";"1170";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:29°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-25 12:48:33;"STERILIZZAZIONE COMPLETA";"6-0014";"FI-10BS";"FIBROSCOPIO";"G111400";"BLOCCO OP.";"B.M.";"1171";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:26°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-25 14:22:49;"STERILIZZAZIONE COMPLETA";"6-0014";"FI-16BS";"FIBROSCOPIO";"G111106";"BLOCCO OP.";"B.M.";"1172";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-25 15:38:18;"STERILIZZAZIONE COMPLETA";"6-0014";"GIF-Q180";"GASTROSCOPIO";"2800071";"01";"M.F.";"1173";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 07:21:38;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"B.L.";"1174";"Allarme temperatura massima acqua";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 Allarme temperatura massima acqua FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-10-26 07:34:40;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"B.L.";"1175";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 TEMPERATURA:28°C MISCELAZIONE DISINFEZIONE SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 08:39:53;"STERILIZZAZIONE VELOCE";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"G.B.";"1176";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 09:05:41;"STERILIZZAZIONE VELOCE";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"G.B.";"1177";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 09:35:31;"STERILIZZAZIONE COMPLETA";"6-0014";"GIF-Q180";"GASTROSCOPIO";"2800079";"02";"G.B.";"1178";"Allarme canale 1 scollegato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C Allarme canale 1 scollegato Allarme canale 5 scollegato FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-10-26 09:54:45;"STERILIZZAZIONE VELOCE";"6-0014";"VNL-1170 K";"LARINGOSCOPIO";"G120201";"21";"G.B.";"1179";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 10:37:46;"STERILIZZAZIONE VELOCE";"6-0014";"VNL-1570STK";"LARINGOSCOPIO";"G120029";"20";"G.B.";"1180";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 11:26:48;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120774";"25";"G.B.";"1181";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 12:02:42;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1170 K";"LARINGOSCOPIO";"G120201";"21";"D.M.";"1182";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:23°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA TEMPERATURA:24°C CARICO STERILIZZANTE 1 CAMBIO TANICA CARICO STERILIZZANTE 2 CAMBIO TANICA PULSANTE STOP FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-10-26 12:27:48;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1170 K";"LARINGOSCOPIO";"G120201";"21";"S.B.";"1183";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 13:13:04;"STERILIZZAZIONE COMPLETA";"6-0014";"GIF-Q165";"GASTROSCOPIO";"2804432";"05";"S.B.";"1184";"Allarme pressione minima test di tenuta";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA Allarme pressione minima test di tenuta FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-10-26 13:15:00;"STERILIZZAZIONE COMPLETA";"6-0014";"GIF-Q165";"GASTROSCOPIO";"2804432";"05";"S.B.";"1185";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-26 15:04:03;"STERILIZZAZIONE COMPLETA";"6-0014";"GF-UCT180";"MULETTO ECOENDO";"00000000";"30";"D.M.";"1186";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-27 07:30:51;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"D.M.";"1187";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA TEMPERATURA:27°C CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-27 08:45:47;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1170 K";"LARINGOSCOPIO";"G120201";"21";"S.B.";"1188";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:26°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-27 09:17:34;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1570STK";"LARINGOSCOPIO";"G120029";"20";"S.B.";"1189";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-27 09:59:50;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1170 K";"LARINGOSCOPIO";"G120201";"21";"E.C.A.";"1190";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-27 13:36:03;"STERILIZZAZIONE COMPLETA";"6-0014";"TJF-145";"DUODENOSCOPIO";"2801544";"07";"G.B.";"1191";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:26°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-27 14:13:49;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1170 K";"LARINGOSCOPIO";"G120201";"21";"G.B.";"1192";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-27 15:14:01;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1570STK";"LARINGOSCOPIO";"G120029";"20";"G.B.";"1193";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 07:27:55;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"S.C.";"1194";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA TEMPERATURA:30°C CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 10:04:25;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"B.M.";"1195";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 10:45:28;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"M.F.";"1196";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 11:40:37;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120774";"25";"M.F.";"1197";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 12:15:01;"STERILIZZAZIONE COMPLETA";"6-0014";"FI-10BS";"FIBROSCOPIO";"G111400";"BLOCCO OP.";"B.M.";"1198";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 13:31:50;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G120511";"24";"B.M.";"1199";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 14:07:50;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"M.F.";"1200";"Allarme test di tenuta";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA Allarme test di tenuta FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-10-28 14:11:13;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"M.F.";"1201";"Allarme sovrappressione test di tenuta";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA Allarme sovrappressione test di tenuta FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2016-10-28 14:45:21;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"G121045";"23";"B.M.";"1202";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:23°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 15:20:20;"STERILIZZAZIONE VELOCE";"6-0014";"FI-16BS";"FIBROSCOPIO";"G111106";"BLOCCO OP.";"B.M.";"1203";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2016-10-28 15:50:12;"STERILIZZAZIONE COMPLETA";"6-0014";"TJF-145";"DUODENOSCOPIO";"2801544";"07";"M.F.";"1204";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:23°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
